Name,Attendance,Feedback,Leave,Overtime(hours),Education level,Flexibility,Punctuality,Team Work,Presentation Skills,Meets Deadline,Rating
8,26,4,0,26,1,2,3,2,1,3,2
8,26,4,0,27,1,1,2,1,1,1,1
8,26,8,0,18,1,2,2,1,4,3,2
8,26,8,0,4,1,1,4,4,2,4,3
8,26,3,0,4,1,1,2,3,4,2,2
8,26,1,0,4,1,4,5,5,5,3,3
8,26,6,0,0,1,2,5,5,4,4,4
8,26,2,0,0,1,2,2,4,5,1,2
8,26,8,0,0,1,5,4,4,4,2,4
8,26,5,0,0,1,2,1,4,1,2,2
8,26,9,0,0,1,1,1,1,4,1,2
8,26,7,0,0,1,1,2,3,3,2,3
8,26,1,0,0,1,2,2,5,3,1,2
8,26,7,0,0,1,1,5,4,5,3,4
8,12,5,14,0,1,2,4,2,1,3,2
8,11,3,15,0,1,2,1,1,1,2,1
8,15,4,11,0,1,3,2,2,3,2,2
8,8,3,18,0,1,2,1,1,2,1,1
8,26,6,0,0,1,3,2,2,4,3,2
8,26,1,0,0,1,2,2,1,3,1,1
8,26,5,0,0,1,2,2,3,1,4,2
8,26,9,0,27,1,1,2,2,2,1,2
8,24,9,2,11,2,3,5,4,4,3,4
8,15,9,15,18,2,2,1,1,5,1,2
8,26,4,0,18,2,3,3,3,5,3,3
8,26,10,0,18,2,1,4,5,2,1,3
8,26,9,0,26,2,3,4,3,2,3,3
8,26,1,0,15,2,1,2,2,5,5,2
8,26,5,0,29,2,4,1,2,2,4,3
8,26,8,0,22,2,2,5,2,5,3,3
8,26,7,0,0,2,5,2,5,1,3,3
8,26,6,0,0,2,3,5,4,4,4,4
8,26,7,0,0,2,5,2,5,2,3,3
8,26,1,0,0,2,3,4,3,5,1,2
8,26,9,0,0,2,5,5,4,5,5,5
8,26,8,0,0,2,2,3,4,1,2,3
8,26,3,0,0,2,2,5,4,4,5,3
8,26,5,0,0,2,3,2,1,3,2,2
8,26,4,0,0,2,2,4,2,2,2,2
8,26,5,0,0,2,2,3,3,2,4,2
8,26,2,0,0,2,4,2,2,5,2,2
8,26,3,0,0,2,1,4,2,4,4,2
8,26,2,0,0,2,1,1,2,2,1,1
8,26,8,0,30,2,3,5,1,1,4,3
8,26,6,0,17,2,1,2,4,3,1,2
8,26,6,0,8,2,2,2,1,2,4,2
8,26,10,0,4,3,4,2,2,2,4,3
8,26,9,0,28,3,3,3,1,1,3,3
8,26,1,0,13,3,4,3,3,1,3,2
8,26,3,0,2,3,2,2,4,5,3,2
8,26,7,0,20,3,2,4,5,2,3,3
8,26,2,0,8,3,2,3,1,4,1,2
8,26,8,0,17,3,1,4,1,2,5,3
8,26,4,0,4,3,2,2,2,2,3,2
8,26,4,0,11,3,1,4,1,5,2,2
8,26,9,0,22,3,5,5,3,1,4,4
8,26,5,0,4,3,1,3,1,3,1,2
8,26,3,0,13,3,3,3,3,2,4,2
8,26,4,0,4,3,3,2,1,1,2,2
